feature_set,n_trees,max_depth_cfg,max_features,internal_nodes,leaves,max_depth,features_used,n_features_used,test_accuracy,test_f1,test_recall,test_precision,test_fpr,test_fp,test_fn,train_accuracy,cycles_per_frame,latency_us_at_100mhz
paper,5,8,sqrt,153,158,8,"dt_id_dev,hd_dev",2,0.9897616298889363,0.9594437415247746,0.9375072765879594,0.9824313725490196,0.002486958681451351,3024,11272,0.9867651734994084,12,0.12
paper,5,8,all,196,201,8,"dt_id_dev,hd_dev",2,0.9899370916039063,0.9601721122584632,0.9390041746824636,0.982316436608282,0.002507518855735836,3049,11002,0.9869456484062347,12,0.12
paper,7,2,sqrt,16,23,2,"dt_id_dev,hd_dev",2,0.9213487491370148,0.7443467248948958,0.886363258359067,0.6415544078876088,0.07346150271846624,89325,20497,0.9239684999670562,6,0.06
paper,7,2,all,21,28,2,dt_id_dev,1,0.9843309107680497,0.9359572169972865,0.886363258359067,0.9914298825484628,0.0011365664344463516,1382,20497,0.9780780281827323,6,0.06
paper,7,3,sqrt,31,38,3,"dt_id_dev,hd_dev",2,0.9846352831307527,0.9371230283172043,0.886363258359067,0.9940497286004738,0.0007870434716101001,957,20497,0.9784260869316115,7,0.07
paper,7,3,all,42,49,3,"dt_id_dev,hd_dev",2,0.9881652863678423,0.9525807275450734,0.9202097874959112,0.9873121810200222,0.0017541940699522922,2133,14392,0.9840537528754236,7,0.07
paper,7,4,sqrt,51,58,4,"dt_id_dev,hd_dev",2,0.988343612763873,0.9532618496545466,0.9202097874959112,0.9887766955589313,0.0015494147340788177,1884,14392,0.9842363762930454,8,0.08
paper,7,4,all,77,84,4,"dt_id_dev,hd_dev",2,0.9884381472388771,0.9537256790378243,0.9223442532973338,0.9873177332154324,0.00175748369783781,2137,14007,0.9844906167371855,8,0.08
paper,7,5,sqrt,91,98,5,"dt_id_dev,hd_dev",2,0.9884889953277052,0.9539198119293014,0.9223442532973338,0.9877339222950509,0.0016990928028698714,2066,14007,0.9845206958883232,9,0.09
paper,7,5,all,126,133,5,"dt_id_dev,hd_dev",2,0.9884832659655837,0.9539269925766332,0.9229541006691689,0.9870508715759516,0.0017961368254926424,2184,13897,0.9845722601474165,9,0.09
paper,7,6,sqrt,129,136,6,"dt_id_dev,hd_dev",2,0.9884975893708874,0.9539832390229926,0.922987365071269,0.9871332685055617,0.0017846231278933306,2170,13891,0.9845958937661675,10,0.1
paper,7,6,all,181,188,6,"dt_id_dev,hd_dev",2,0.9885455727786547,0.9541632515031496,0.9229208362670688,0.9875949952836065,0.0017196529771543567,2091,13903,0.9846159465335926,10,0.1
paper,7,8,sqrt,213,220,8,"dt_id_dev,hd_dev",2,0.9897616298889363,0.9594437415247746,0.9375072765879594,0.9824313725490196,0.002486958681451351,3024,11272,0.9867651734994084,12,0.12
paper,7,8,all,276,283,8,"dt_id_dev,hd_dev",2,0.9899370916039063,0.9601721122584632,0.9390041746824636,0.982316436608282,0.002507518855735836,3049,11002,0.9869456484062347,12,0.12
paper,9,2,sqrt,21,30,2,"dt_id_dev,hd_dev",2,0.9213487491370148,0.7443467248948958,0.886363258359067,0.6415544078876088,0.07346150271846624,89325,20497,0.9239684999670562,6,0.06
paper,9,2,all,27,36,2,dt_id_dev,1,0.9843309107680497,0.9359572169972865,0.886363258359067,0.9914298825484628,0.0011365664344463516,1382,20497,0.9780780281827323,6,0.06
paper,9,3,sqrt,41,50,3,"dt_id_dev,hd_dev",2,0.9846352831307527,0.9371230283172043,0.886363258359067,0.9940497286004738,0.0007870434716101001,957,20497,0.9784260869316115,7,0.07
paper,9,3,all,54,63,3,"dt_id_dev,hd_dev",2,0.9881652863678423,0.9525807275450734,0.9202097874959112,0.9873121810200222,0.0017541940699522922,2133,14392,0.9840537528754236,7,0.07
paper,9,4,sqrt,67,76,4,"dt_id_dev,hd_dev",2,0.988343612763873,0.9532618496545466,0.9202097874959112,0.9887766955589313,0.0015494147340788177,1884,14392,0.9842363762930454,8,0.08
paper,9,4,all,99,108,4,"dt_id_dev,hd_dev",2,0.9884381472388771,0.9537256790378243,0.9223442532973338,0.9873177332154324,0.00175748369783781,2137,14007,0.9844906167371855,8,0.08
paper,9,5,sqrt,116,125,5,"dt_id_dev,hd_dev",2,0.9884889953277052,0.9539198119293014,0.9223442532973338,0.9877339222950509,0.0016990928028698714,2066,14007,0.9845206958883232,9,0.09
paper,9,5,all,162,171,5,"dt_id_dev,hd_dev",2,0.9884832659655837,0.9539269925766332,0.9229541006691689,0.9870508715759516,0.0017961368254926424,2184,13897,0.9845722601474165,9,0.09
paper,9,6,sqrt,165,174,6,"dt_id_dev,hd_dev",2,0.9884975893708874,0.9539832390229926,0.922987365071269,0.9871332685055617,0.0017846231278933306,2170,13891,0.9845958937661675,10,0.1
paper,9,6,all,233,242,6,"dt_id_dev,hd_dev",2,0.9885455727786547,0.9541632515031496,0.9229208362670688,0.9875949952836065,0.0017196529771543567,2091,13903,0.9846159465335926,10,0.1
paper,9,8,sqrt,274,283,8,"dt_id_dev,hd_dev",2,0.9897616298889363,0.9594437415247746,0.9375072765879594,0.9824313725490196,0.002486958681451351,3024,11272,0.9867651734994084,12,0.12
paper,9,8,all,357,366,8,"dt_id_dev,hd_dev",2,0.9899370916039063,0.9601721122584632,0.9390041746824636,0.982316436608282,0.002507518855735836,3049,11002,0.9869456484062347,12,0.12
