feature_set,n_trees,max_depth_cfg,max_features,internal_nodes,leaves,max_depth,features_used,n_features_used,test_accuracy,test_f1,test_recall,test_precision,test_fpr,test_fp,test_fn,train_accuracy
scale_free_bus,1,2,sqrt,3,4,2,"dt_ratio_q6,id_rate",2,0.9896102957871489,0.9405799753277339,0.996373504070429,0.8907036018512308,0.01099808430627252,9777,290,0.9907517493343241
scale_free_bus,1,2,all,3,4,2,"dt_ratio_q6,id_rate",2,0.9896102957871489,0.9405799753277339,0.996373504070429,0.8907036018512308,0.01099808430627252,9777,290,0.9907517493343241
scale_free_bus,1,3,sqrt,7,8,3,"dt_ratio_q6,id_rate,dt_bus,dlc",4,0.9901975354511116,0.9437495558240353,0.996373504070429,0.8964054677392136,0.010358019872369577,9208,290,0.9908456663983322
scale_free_bus,1,3,all,7,8,3,"dt_ratio_q6,id_rate,dlc",3,0.9899921563770718,0.942638612016492,0.996373504070429,0.8944030353374344,0.010581873690202064,9407,290,0.9913596301112556
scale_free_bus,1,4,sqrt,10,11,4,"dt_ratio_q6,id_rate,bus_rate,dt_bus,dlc",5,0.9904266518050653,0.9449919943070628,0.996373504070429,0.8986499441706236,0.010108293502727305,8986,290,0.991276033603732
scale_free_bus,1,4,all,11,12,4,"dt_ratio_q6,id_rate,bus_rate,dt_bus,dlc",5,0.9900437591594938,0.942974859757287,0.9974364425325447,0.8941527285771939,0.010621244964695216,9442,205,0.9914205213945136
scale_free_bus,1,5,sqrt,21,22,5,"dt_ratio_q6,id_rate,bus_rate,dt_bus,dlc",5,0.9898208351394308,0.9407139808731508,0.9785286430652644,0.9057132274642344,0.00916338291489168,8146,1717,0.9921295436249923
scale_free_bus,1,5,all,17,18,5,"dt_ratio_q6,id_rate,bus_rate,dt_bus,dlc",5,0.9900437591594938,0.942974859757287,0.9974364425325447,0.8941527285771939,0.010621244964695216,9442,205,0.9914205213945136
scale_free_bus,3,2,sqrt,9,12,2,"dt_ratio_q6,id_rate,bus_rate",3,0.9895359877804611,0.9401005512001749,0.9949604211737342,0.8909742441209406,0.010951963670437685,9736,403,0.9906867298284724
scale_free_bus,3,2,all,9,12,2,"dt_ratio_q6,id_rate",2,0.9896102957871489,0.9405799753277339,0.996373504070429,0.8907036018512308,0.01099808430627252,9777,290,0.9907517493343241
scale_free_bus,3,3,sqrt,20,23,3,"dt_ratio_q6,id_rate,bus_rate,dt_bus,dlc",5,0.9899395215390013,0.942357045709893,0.9964235247039404,0.8938559393334305,0.01064374283583416,9462,286,0.9907816789481289
scale_free_bus,3,3,all,21,24,3,"dt_ratio_q6,id_rate,dlc",3,0.9899921563770718,0.942638612016492,0.996373504070429,0.8944030353374344,0.010581873690202064,9407,290,0.9913596301112556
