feature_set,n_trees,max_depth_cfg,max_features,internal_nodes,leaves,max_depth,features_used,n_features_used,test_accuracy,test_f1,test_recall,test_precision,test_fpr,test_fp,test_fn,train_accuracy
no_track,3,8,all,211,214,8,"dt_id,dt_id_dev,dt_ratio_q6,hd,hd_dev,burst,pl_violation,pl_popcount,id_rate,bus_rate",10,0.9953857097752198,0.9871858526742798,0.9999464971697003,0.9747467898903712,0.005600212812713247,2421,5,0.9950699751596742
no_track,5,2,sqrt,15,20,2,"dt_id,dt_id_dev,dt_ratio_q6,hd,pl_violation,id_rate,bus_rate",7,0.9953857097752198,0.9871858526742798,0.9999464971697003,0.9747467898903712,0.005600212812713247,2421,5,0.9950699751596742
no_track,5,2,all,15,20,2,"dt_id,dt_id_dev,dt_ratio_q6,hd_dev,id_rate",5,0.9953857097752198,0.9871858526742798,0.9999464971697003,0.9747467898903712,0.005600212812713247,2421,5,0.9950699751596742
no_track,5,3,sqrt,27,32,3,"dt_id,dt_id_dev,dt_ratio_q6,hd,hd_dev,dt_bus,burst,pl_violation,pl_popcount,id_rate,bus_rate",11,0.9953857097752198,0.9871858526742798,0.9999464971697003,0.9747467898903712,0.005600212812713247,2421,5,0.9950699751596742
no_track,5,3,all,30,35,3,"dt_id,dt_id_dev,dt_ratio_q6,hd,hd_dev,id_rate",6,0.9953857097752198,0.9871858526742798,0.9999464971697003,0.9747467898903712,0.005600212812713247,2421,5,0.9950699751596742
no_track,5,4,sqrt,42,47,4,"dt_id,dt_id_dev,dt_ratio_q6,hd,hd_dev,burst,pl_violation,pl_popcount,id_rate,bus_rate",10,0.9953628855861442,0.9871215162592177,0.999807389810921,0.9747535339836211,0.005597899631047524,2420,18,0.995043346939086
no_track,5,4,all,50,55,4,"dt_id,dt_id_dev,dt_ratio_q6,hd,hd_dev,burst,pl_violation,pl_popcount,id_rate,bus_rate",10,0.9953857097752198,0.9871858526742798,0.9999464971697003,0.9747467898903712,0.005600212812713247,2421,5,0.9950699751596742
no_track,5,5,sqrt,72,77,5,"dt_id,dt_id_dev,dt_ratio_q6,hd,hd_dev,dt_bus,burst,pl_violation,pl_popcount,id_rate,bus_rate",11,0.9953857097752198,0.9871858526742798,0.9999464971697003,0.9747467898903712,0.005600212812713247,2421,5,0.9950699751596742
no_track,5,5,all,80,85,5,"dt_id,dt_id_dev,dt_ratio_q6,hd,hd_dev,burst,pl_violation,pl_popcount,id_rate,bus_rate",10,0.9953857097752198,0.9871858526742798,0.9999464971697003,0.9747467898903712,0.005600212812713247,2421,5,0.9950699751596742
no_track,5,6,sqrt,92,97,6,"dt_id,dt_id_dev,dt_ratio_q6,hd,hd_dev,dt_bus,burst,pl_violation,pl_popcount,id_rate,bus_rate",11,0.9953628855861442,0.9871215162592177,0.999807389810921,0.9747535339836211,0.005597899631047524,2420,18,0.995043346939086
no_track,5,6,all,132,137,6,"dt_id,dt_id_dev,dt_ratio_q6,hd,hd_dev,burst,pl_violation,pl_popcount,id_rate,bus_rate",10,0.9953857097752198,0.9871858526742798,0.9999464971697003,0.9747467898903712,0.005600212812713247,2421,5,0.9950699751596742
no_track,5,8,sqrt,210,215,8,"dt_id,dt_id_dev,dt_ratio_q6,hd,hd_dev,dt_bus,burst,pl_violation,pl_popcount,id_rate,bus_rate",11,0.9953857097752198,0.9871858526742798,0.9999464971697003,0.9747467898903712,0.005600212812713247,2421,5,0.9950699751596742
no_track,5,8,all,344,349,8,"dt_id,dt_id_dev,dt_ratio_q6,hd,hd_dev,burst,pl_violation,pl_popcount,id_rate,bus_rate",10,0.9953857097752198,0.9871858526742798,0.9999464971697003,0.9747467898903712,0.005600212812713247,2421,5,0.9950699751596742
no_track,7,2,sqrt,21,28,2,"dt_id,dt_id_dev,dt_ratio_q6,hd,pl_violation,id_rate,bus_rate",7,0.9953857097752198,0.9871858526742798,0.9999464971697003,0.9747467898903712,0.005600212812713247,2421,5,0.9950699751596742
no_track,7,2,all,21,28,2,"dt_id,dt_id_dev,dt_ratio_q6,hd_dev,id_rate",5,0.9953857097752198,0.9871858526742798,0.9999464971697003,0.9747467898903712,0.005600212812713247,2421,5,0.9950699751596742
no_track,7,3,sqrt,39,46,3,"dt_id,dt_id_dev,dt_ratio_q6,hd,hd_dev,dt_bus,burst,pl_violation,pl_popcount,id_rate,bus_rate",11,0.9953857097752198,0.9871858526742798,0.9999464971697003,0.9747467898903712,0.005600212812713247,2421,5,0.9950699751596742
no_track,7,3,all,42,49,3,"dt_id,dt_id_dev,dt_ratio_q6,hd,hd_dev,burst,id_rate",7,0.9953857097752198,0.9871858526742798,0.9999464971697003,0.9747467898903712,0.005600212812713247,2421,5,0.9950699751596742
no_track,7,4,sqrt,61,68,4,"dt_id,dt_id_dev,dt_ratio_q6,hd,hd_dev,burst,pl_violation,pl_popcount,id_rate,bus_rate",10,0.9953857097752198,0.9871858526742798,0.9999464971697003,0.9747467898903712,0.005600212812713247,2421,5,0.9950699751596742
no_track,7,4,all,72,79,4,"dt_id,dt_id_dev,dt_ratio_q6,hd,hd_dev,burst,pl_violation,pl_popcount,id_rate,bus_rate",10,0.9953857097752198,0.9871858526742798,0.9999464971697003,0.9747467898903712,0.005600212812713247,2421,5,0.9950699751596742
